Pais,Encuesta,access_right,Ronda armonizada BID,Total,year,availability
GTM,ENEI,NA,m10,7,2017,1
GTM,ENEI,NA,m10,7,2018,NA
GTM,ENEI,NA,m10,7,2019,NA
GTM,ENEI,NA,m10,7,2020,NA
GTM,ENEI,NA,m10,7,2021,1
GTM,ENEI,NA,m10,7,2022,1
GTM,ENEI,NA,m6_m7,2,1986,NA
GTM,ENEI,NA,m6_m7,2,1989,NA
GTM,ENEI,NA,m6_m7,2,1990,NA
GTM,ENEI,NA,m6_m7,2,1991,NA
GTM,ENEI,NA,m6_m7,2,1992,NA
GTM,ENEI,NA,m6_m7,2,1993,NA
GTM,ENEI,NA,m6_m7,2,1994,NA
GTM,ENEI,NA,m6_m7,2,1995,NA
GTM,ENEI,NA,m6_m7,2,1996,NA
GTM,ENEI,NA,m6_m7,2,1997,NA
GTM,ENEI,NA,m6_m7,2,1998,NA
GTM,ENEI,NA,m6_m7,2,1999,NA
GTM,ENEI,NA,m6_m7,2,2000,NA
GTM,ENEI,NA,m6_m7,2,2001,NA
GTM,ENEI,NA,m6_m7,2,2002,NA
GTM,ENEI,NA,m6_m7,2,2003,NA
GTM,ENEI,NA,m6_m7,2,2004,NA
GTM,ENEI,NA,m6_m7,2,2005,NA
GTM,ENEI,NA,m6_m7,2,2006,NA
GTM,ENEI,NA,m6_m7,2,2007,NA
GTM,ENEI,NA,m6_m7,2,2008,NA
GTM,ENEI,NA,m6_m7,2,2009,NA
GTM,ENEI,NA,m6_m7,2,2010,NA
GTM,ENEI,NA,m6_m7,2,2011,1
GTM,ENEI,NA,m6_m7,2,2012,1
GTM,ENEI,NA,m6_m7,2,2013,NA
GTM,ENEI,NA,m6_m7,2,2014,NA
GTM,ENEI,NA,m6_m7,2,2015,NA
GTM,ENEI,NA,m6_m7,2,2016,NA
GTM,ENEI,NA,m6_m7,2,2017,NA
GTM,ENEI,NA,m6_m7,2,2018,NA
GTM,ENEI,NA,m6_m7,2,2019,NA
GTM,ENEI,NA,m6_m7,2,2020,NA
GTM,ENEI,NA,m6_m7,2,2021,NA
GTM,ENEI,NA,m6_m7,2,2022,NA
GTM,ENEI,NA,m6,2,1986,NA
GTM,ENEI,NA,m6,2,1989,NA
GTM,ENEI,NA,m6,2,1990,NA
GTM,ENEI,NA,m6,2,1991,NA
GTM,ENEI,NA,m6,2,1992,NA
GTM,ENEI,NA,m6,2,1993,NA
GTM,ENEI,NA,m6,2,1994,NA
GTM,ENEI,NA,m6,2,1995,NA
GTM,ENEI,NA,m6,2,1996,NA
GTM,ENEI,NA,m6,2,1997,NA
GTM,ENEI,NA,m6,2,1998,NA
GTM,ENEI,NA,m6,2,1999,NA
GTM,ENEI,NA,m6,2,2000,NA
GTM,ENEI,NA,m6,2,2001,NA
GTM,ENEI,NA,m6,2,2002,NA
GTM,ENEI,NA,m6,2,2003,NA
GTM,ENEI,NA,m6,2,2004,NA
GTM,ENEI,NA,m6,2,2005,NA
GTM,ENEI,NA,m6,2,2006,NA
GTM,ENEI,NA,m6,2,2007,NA
GTM,ENEI,NA,m6,2,2008,NA
GTM,ENEI,NA,m6,2,2009,NA
GTM,ENEI,NA,m6,2,2010,NA
GTM,ENEI,NA,m6,2,2011,NA
GTM,ENEI,NA,m6,2,2012,NA
GTM,ENEI,NA,m6,2,2013,NA
GTM,ENEI,NA,m6,2,2014,NA
GTM,ENEI,NA,m6,2,2015,NA
GTM,ENEI,NA,m6,2,2016,NA
GTM,ENEI,NA,m6,2,2017,NA
GTM,ENEI,NA,m6,2,2018,1
GTM,ENEI,NA,m6,2,2019,1
GTM,ENEI,NA,m6,2,2020,NA
GTM,ENEI,NA,m6,2,2021,NA
GTM,ENEI,NA,m6,2,2022,NA
HND,EPHPM,NA,m9,13,1986,1
HND,EPHPM,NA,m9,13,1989,1
HND,EPHPM,NA,m9,13,1990,1
HND,EPHPM,NA,m9,13,1991,1
HND,EPHPM,NA,m9,13,1992,NA
HND,EPHPM,NA,m9,13,1993,NA
HND,EPHPM,NA,m9,13,1994,NA
HND,EPHPM,NA,m9,13,1995,NA
HND,EPHPM,NA,m9,13,1996,1
HND,EPHPM,NA,m9,13,1997,1
HND,EPHPM,NA,m9,13,1998,1
HND,EPHPM,NA,m9,13,1999,1
HND,EPHPM,NA,m9,13,2000,NA
HND,EPHPM,NA,m9,13,2001,1
HND,EPHPM,NA,m9,13,2002,1
HND,EPHPM,NA,m9,13,2003,1
HND,EPHPM,NA,m9,13,2004,NA
HND,EPHPM,NA,m9,13,2005,NA
HND,EPHPM,NA,m9,13,2006,1
HND,EPHPM,NA,m9,13,2007,1
HND,EPHPM,NA,m9,13,2008,NA
HND,EPHPM,NA,m9,13,2009,NA
HND,EPHPM,NA,m9,13,2010,NA
HND,EPHPM,NA,m9,13,2011,NA
HND,EPHPM,NA,m9,13,2012,NA
HND,EPHPM,NA,m9,13,2013,NA
HND,EPHPM,NA,m9,13,2014,NA
HND,EPHPM,NA,m9,13,2015,NA
HND,EPHPM,NA,m9,13,2016,NA
HND,EPHPM,NA,m9,13,2017,NA
HND,EPHPM,NA,m9,13,2018,NA
HND,EPHPM,NA,m9,13,2019,NA
HND,EPHPM,NA,m9,13,2020,NA
HND,EPHPM,NA,m9,13,2021,NA
HND,EPHPM,NA,m9,13,2022,NA
HND,EPHPM,NA,m3,2,1986,NA
HND,EPHPM,NA,m3,2,1989,NA
HND,EPHPM,NA,m3,2,1990,NA
HND,EPHPM,NA,m3,2,1991,NA
HND,EPHPM,NA,m3,2,1992,1
HND,EPHPM,NA,m3,2,1993,NA
HND,EPHPM,NA,m3,2,1994,NA
HND,EPHPM,NA,m3,2,1995,NA
HND,EPHPM,NA,m3,2,1996,NA
HND,EPHPM,NA,m3,2,1997,NA
HND,EPHPM,NA,m3,2,1998,NA
HND,EPHPM,NA,m3,2,1999,NA
HND,EPHPM,NA,m3,2,2000,NA
HND,EPHPM,NA,m3,2,2001,NA
HND,EPHPM,NA,m3,2,2002,NA
HND,EPHPM,NA,m3,2,2003,NA
HND,EPHPM,NA,m3,2,2004,1
HND,EPHPM,NA,m3,2,2005,NA
HND,EPHPM,NA,m3,2,2006,NA
HND,EPHPM,NA,m3,2,2007,NA
HND,EPHPM,NA,m3,2,2008,NA
HND,EPHPM,NA,m3,2,2009,NA
HND,EPHPM,NA,m3,2,2010,NA
HND,EPHPM,NA,m3,2,2011,NA
HND,EPHPM,NA,m3,2,2012,NA
HND,EPHPM,NA,m3,2,2013,NA
HND,EPHPM,NA,m3,2,2014,NA
HND,EPHPM,NA,m3,2,2015,NA
HND,EPHPM,NA,m3,2,2016,NA
HND,EPHPM,NA,m3,2,2017,NA
HND,EPHPM,NA,m3,2,2018,NA
HND,EPHPM,NA,m3,2,2019,NA
HND,EPHPM,NA,m3,2,2020,NA
HND,EPHPM,NA,m3,2,2021,NA
HND,EPHPM,NA,m3,2,2022,NA
HND,EPHPM,NA,m10,4,1986,NA
HND,EPHPM,NA,m10,4,1989,NA
HND,EPHPM,NA,m10,4,1990,NA
HND,EPHPM,NA,m10,4,1991,NA
HND,EPHPM,NA,m10,4,1992,NA
HND,EPHPM,NA,m10,4,1993,1
HND,EPHPM,NA,m10,4,1994,1
HND,EPHPM,NA,m10,4,1995,1
HND,EPHPM,NA,m10,4,1996,NA
HND,EPHPM,NA,m10,4,1997,NA
HND,EPHPM,NA,m10,4,1998,NA
HND,EPHPM,NA,m10,4,1999,NA
HND,EPHPM,NA,m10,4,2000,NA
HND,EPHPM,NA,m10,4,2001,NA
HND,EPHPM,NA,m10,4,2002,NA
HND,EPHPM,NA,m10,4,2003,NA
HND,EPHPM,NA,m10,4,2004,NA
HND,EPHPM,NA,m10,4,2005,1
HND,EPHPM,NA,m10,4,2006,NA
HND,EPHPM,NA,m10,4,2007,NA
HND,EPHPM,NA,m10,4,2008,NA
HND,EPHPM,NA,m10,4,2009,NA
HND,EPHPM,NA,m10,4,2010,NA
HND,EPHPM,NA,m10,4,2011,NA
HND,EPHPM,NA,m10,4,2012,NA
HND,EPHPM,NA,m10,4,2013,NA
HND,EPHPM,NA,m10,4,2014,NA
HND,EPHPM,NA,m10,4,2015,NA
HND,EPHPM,NA,m10,4,2016,NA
HND,EPHPM,NA,m10,4,2017,NA
HND,EPHPM,NA,m10,4,2018,NA
HND,EPHPM,NA,m10,4,2019,NA
HND,EPHPM,NA,m10,4,2020,NA
HND,EPHPM,NA,m10,4,2021,NA
HND,EPHPM,NA,m10,4,2022,NA
HND,EPHPM,NA,m5,6,1986,NA
HND,EPHPM,NA,m5,6,1989,NA
HND,EPHPM,NA,m5,6,1990,NA
HND,EPHPM,NA,m5,6,1991,NA
HND,EPHPM,NA,m5,6,1992,NA
HND,EPHPM,NA,m5,6,1993,NA
HND,EPHPM,NA,m5,6,1994,NA
HND,EPHPM,NA,m5,6,1995,NA
HND,EPHPM,NA,m5,6,1996,NA
HND,EPHPM,NA,m5,6,1997,NA
HND,EPHPM,NA,m5,6,1998,NA
HND,EPHPM,NA,m5,6,1999,NA
HND,EPHPM,NA,m5,6,2000,NA
HND,EPHPM,NA,m5,6,2001,NA
HND,EPHPM,NA,m5,6,2002,NA
HND,EPHPM,NA,m5,6,2003,NA
HND,EPHPM,NA,m5,6,2004,NA
HND,EPHPM,NA,m5,6,2005,NA
HND,EPHPM,NA,m5,6,2006,NA
HND,EPHPM,NA,m5,6,2007,NA
HND,EPHPM,NA,m5,6,2008,1
HND,EPHPM,NA,m5,6,2009,1
HND,EPHPM,NA,m5,6,2010,1
HND,EPHPM,NA,m5,6,2011,1
HND,EPHPM,NA,m5,6,2012,1
HND,EPHPM,NA,m5,6,2013,1
HND,EPHPM,NA,m5,6,2014,NA
HND,EPHPM,NA,m5,6,2015,NA
HND,EPHPM,NA,m5,6,2016,NA
HND,EPHPM,NA,m5,6,2017,NA
HND,EPHPM,NA,m5,6,2018,NA
HND,EPHPM,NA,m5,6,2019,NA
HND,EPHPM,NA,m5,6,2020,NA
HND,EPHPM,NA,m5,6,2021,NA
HND,EPHPM,NA,m5,6,2022,NA
HND,EPHPM,NA,m6,6,1986,NA
HND,EPHPM,NA,m6,6,1989,NA
HND,EPHPM,NA,m6,6,1990,NA
HND,EPHPM,NA,m6,6,1991,NA
HND,EPHPM,NA,m6,6,1992,NA
HND,EPHPM,NA,m6,6,1993,NA
HND,EPHPM,NA,m6,6,1994,NA
HND,EPHPM,NA,m6,6,1995,NA
HND,EPHPM,NA,m6,6,1996,NA
HND,EPHPM,NA,m6,6,1997,NA
HND,EPHPM,NA,m6,6,1998,NA
HND,EPHPM,NA,m6,6,1999,NA
HND,EPHPM,NA,m6,6,2000,NA
HND,EPHPM,NA,m6,6,2001,NA
HND,EPHPM,NA,m6,6,2002,NA
HND,EPHPM,NA,m6,6,2003,NA
HND,EPHPM,NA,m6,6,2004,NA
HND,EPHPM,NA,m6,6,2005,NA
HND,EPHPM,NA,m6,6,2006,NA
HND,EPHPM,NA,m6,6,2007,NA
HND,EPHPM,NA,m6,6,2008,NA
HND,EPHPM,NA,m6,6,2009,NA
HND,EPHPM,NA,m6,6,2010,NA
HND,EPHPM,NA,m6,6,2011,NA
HND,EPHPM,NA,m6,6,2012,NA
HND,EPHPM,NA,m6,6,2013,NA
HND,EPHPM,NA,m6,6,2014,1
HND,EPHPM,NA,m6,6,2015,1
HND,EPHPM,NA,m6,6,2016,1
HND,EPHPM,NA,m6,6,2017,1
HND,EPHPM,NA,m6,6,2018,1
HND,EPHPM,NA,m6,6,2019,1
HND,EPHPM,NA,m6,6,2020,NA
HND,EPHPM,NA,m6,6,2021,NA
HND,EPHPM,NA,m6,6,2022,NA
HTI,ECVMAS,NA,m8_m12,1,1986,NA
HTI,ECVMAS,NA,m8_m12,1,1989,NA
HTI,ECVMAS,NA,m8_m12,1,1990,NA
HTI,ECVMAS,NA,m8_m12,1,1991,NA
HTI,ECVMAS,NA,m8_m12,1,1992,NA
HTI,ECVMAS,NA,m8_m12,1,1993,NA
HTI,ECVMAS,NA,m8_m12,1,1994,NA
HTI,ECVMAS,NA,m8_m12,1,1995,NA
HTI,ECVMAS,NA,m8_m12,1,1996,NA
HTI,ECVMAS,NA,m8_m12,1,1997,NA
HTI,ECVMAS,NA,m8_m12,1,1998,NA
HTI,ECVMAS,NA,m8_m12,1,1999,NA
HTI,ECVMAS,NA,m8_m12,1,2000,NA
HTI,ECVMAS,NA,m8_m12,1,2001,NA
HTI,ECVMAS,NA,m8_m12,1,2002,NA
HTI,ECVMAS,NA,m8_m12,1,2003,NA
HTI,ECVMAS,NA,m8_m12,1,2004,NA
HTI,ECVMAS,NA,m8_m12,1,2005,NA
HTI,ECVMAS,NA,m8_m12,1,2006,NA
HTI,ECVMAS,NA,m8_m12,1,2007,NA
HTI,ECVMAS,NA,m8_m12,1,2008,NA
HTI,ECVMAS,NA,m8_m12,1,2009,NA
HTI,ECVMAS,NA,m8_m12,1,2010,NA
HTI,ECVMAS,NA,m8_m12,1,2011,NA
HTI,ECVMAS,NA,m8_m12,1,2012,1
HTI,ECVMAS,NA,m8_m12,1,2013,NA
HTI,ECVMAS,NA,m8_m12,1,2014,NA
HTI,ECVMAS,NA,m8_m12,1,2015,NA
HTI,ECVMAS,NA,m8_m12,1,2016,NA
HTI,ECVMAS,NA,m8_m12,1,2017,NA
HTI,ECVMAS,NA,m8_m12,1,2018,NA
HTI,ECVMAS,NA,m8_m12,1,2019,NA
HTI,ECVMAS,NA,m8_m12,1,2020,NA
HTI,ECVMAS,NA,m8_m12,1,2021,NA
HTI,ECVMAS,NA,m8_m12,1,2022,NA
JAM,LFS,restricted,m4,27,1986,NA
JAM,LFS,restricted,m4,27,1989,NA
JAM,LFS,restricted,m4,27,1990,1
JAM,LFS,restricted,m4,27,1991,1
JAM,LFS,restricted,m4,27,1992,1
JAM,LFS,restricted,m4,27,1993,1
JAM,LFS,restricted,m4,27,1994,1
JAM,LFS,restricted,m4,27,1995,1
JAM,LFS,restricted,m4,27,1996,1
JAM,LFS,restricted,m4,27,1997,1
JAM,LFS,restricted,m4,27,1998,1
JAM,LFS,restricted,m4,27,1999,1
JAM,LFS,restricted,m4,27,2000,1
JAM,LFS,restricted,m4,27,2001,1
JAM,LFS,restricted,m4,27,2002,1
JAM,LFS,restricted,m4,27,2003,1
JAM,LFS,restricted,m4,27,2004,1
JAM,LFS,restricted,m4,27,2005,1
JAM,LFS,restricted,m4,27,2006,1
JAM,LFS,restricted,m4,27,2007,1
JAM,LFS,restricted,m4,27,2008,1
JAM,LFS,restricted,m4,27,2009,1
JAM,LFS,restricted,m4,27,2010,1
JAM,LFS,restricted,m4,27,2011,NA
JAM,LFS,restricted,m4,27,2012,1
JAM,LFS,restricted,m4,27,2013,1
JAM,LFS,restricted,m4,27,2014,1
JAM,LFS,restricted,m4,27,2015,NA
JAM,LFS,restricted,m4,27,2016,1
JAM,LFS,restricted,m4,27,2017,NA
JAM,LFS,restricted,m4,27,2018,NA
JAM,LFS,restricted,m4,27,2019,1
JAM,LFS,restricted,m4,27,2020,1
JAM,LFS,restricted,m4,27,2021,NA
JAM,LFS,restricted,m4,27,2022,NA
MEX,ENIGH,NA,m8_m11,1,1986,NA
MEX,ENIGH,NA,m8_m11,1,1989,NA
MEX,ENIGH,NA,m8_m11,1,1990,NA
MEX,ENIGH,NA,m8_m11,1,1991,NA
MEX,ENIGH,NA,m8_m11,1,1992,1
MEX,ENIGH,NA,m8_m11,1,1993,NA
MEX,ENIGH,NA,m8_m11,1,1994,NA
MEX,ENIGH,NA,m8_m11,1,1995,NA
MEX,ENIGH,NA,m8_m11,1,1996,NA
MEX,ENIGH,NA,m8_m11,1,1997,NA
MEX,ENIGH,NA,m8_m11,1,1998,NA
MEX,ENIGH,NA,m8_m11,1,1999,NA
MEX,ENIGH,NA,m8_m11,1,2000,NA
MEX,ENIGH,NA,m8_m11,1,2001,NA
MEX,ENIGH,NA,m8_m11,1,2002,NA
MEX,ENIGH,NA,m8_m11,1,2003,NA
MEX,ENIGH,NA,m8_m11,1,2004,NA
MEX,ENIGH,NA,m8_m11,1,2005,NA
MEX,ENIGH,NA,m8_m11,1,2006,NA
MEX,ENIGH,NA,m8_m11,1,2007,NA
MEX,ENIGH,NA,m8_m11,1,2008,NA
MEX,ENIGH,NA,m8_m11,1,2009,NA
MEX,ENIGH,NA,m8_m11,1,2010,NA
MEX,ENIGH,NA,m8_m11,1,2011,NA
MEX,ENIGH,NA,m8_m11,1,2012,NA
MEX,ENIGH,NA,m8_m11,1,2013,NA
MEX,ENIGH,NA,m8_m11,1,2014,NA
MEX,ENIGH,NA,m8_m11,1,2015,NA
MEX,ENIGH,NA,m8_m11,1,2016,NA
MEX,ENIGH,NA,m8_m11,1,2017,NA
MEX,ENIGH,NA,m8_m11,1,2018,NA
MEX,ENIGH,NA,m8_m11,1,2019,NA
MEX,ENIGH,NA,m8_m11,1,2020,NA
MEX,ENIGH,NA,m8_m11,1,2021,NA
MEX,ENIGH,NA,m8_m11,1,2022,NA
MEX,ENIGH,NA,m8_m9,1,1986,NA
MEX,ENIGH,NA,m8_m9,1,1989,NA
MEX,ENIGH,NA,m8_m9,1,1990,NA
MEX,ENIGH,NA,m8_m9,1,1991,NA
MEX,ENIGH,NA,m8_m9,1,1992,NA
MEX,ENIGH,NA,m8_m9,1,1993,NA
MEX,ENIGH,NA,m8_m9,1,1994,1
MEX,ENIGH,NA,m8_m9,1,1995,NA
MEX,ENIGH,NA,m8_m9,1,1996,NA
MEX,ENIGH,NA,m8_m9,1,1997,NA
MEX,ENIGH,NA,m8_m9,1,1998,NA
MEX,ENIGH,NA,m8_m9,1,1999,NA
MEX,ENIGH,NA,m8_m9,1,2000,NA
MEX,ENIGH,NA,m8_m9,1,2001,NA
MEX,ENIGH,NA,m8_m9,1,2002,NA
MEX,ENIGH,NA,m8_m9,1,2003,NA
MEX,ENIGH,NA,m8_m9,1,2004,NA
MEX,ENIGH,NA,m8_m9,1,2005,NA
MEX,ENIGH,NA,m8_m9,1,2006,NA
MEX,ENIGH,NA,m8_m9,1,2007,NA
MEX,ENIGH,NA,m8_m9,1,2008,NA
MEX,ENIGH,NA,m8_m9,1,2009,NA
MEX,ENIGH,NA,m8_m9,1,2010,NA
MEX,ENIGH,NA,m8_m9,1,2011,NA
MEX,ENIGH,NA,m8_m9,1,2012,NA
MEX,ENIGH,NA,m8_m9,1,2013,NA
MEX,ENIGH,NA,m8_m9,1,2014,NA
MEX,ENIGH,NA,m8_m9,1,2015,NA
MEX,ENIGH,NA,m8_m9,1,2016,NA
MEX,ENIGH,NA,m8_m9,1,2017,NA
MEX,ENIGH,NA,m8_m9,1,2018,NA
MEX,ENIGH,NA,m8_m9,1,2019,NA
MEX,ENIGH,NA,m8_m9,1,2020,NA
MEX,ENIGH,NA,m8_m9,1,2021,NA
MEX,ENIGH,NA,m8_m9,1,2022,NA
MEX,ENIGH,NA,m7_m10,0,1986,NA
MEX,ENIGH,NA,m7_m10,0,1989,NA
MEX,ENIGH,NA,m7_m10,0,1990,NA
MEX,ENIGH,NA,m7_m10,0,1991,NA
MEX,ENIGH,NA,m7_m10,0,1992,NA
MEX,ENIGH,NA,m7_m10,0,1993,NA
MEX,ENIGH,NA,m7_m10,0,1994,NA
MEX,ENIGH,NA,m7_m10,0,1995,NA
MEX,ENIGH,NA,m7_m10,0,1996,NA
MEX,ENIGH,NA,m7_m10,0,1997,NA
MEX,ENIGH,NA,m7_m10,0,1998,NA
MEX,ENIGH,NA,m7_m10,0,1999,NA
MEX,ENIGH,NA,m7_m10,0,2000,NA
MEX,ENIGH,NA,m7_m10,0,2001,NA
MEX,ENIGH,NA,m7_m10,0,2002,NA
MEX,ENIGH,NA,m7_m10,0,2003,NA
MEX,ENIGH,NA,m7_m10,0,2004,NA
MEX,ENIGH,NA,m7_m10,0,2005,NA
MEX,ENIGH,NA,m7_m10,0,2006,NA
MEX,ENIGH,NA,m7_m10,0,2007,NA
MEX,ENIGH,NA,m7_m10,0,2008,NA
MEX,ENIGH,NA,m7_m10,0,2009,NA
MEX,ENIGH,NA,m7_m10,0,2010,NA
MEX,ENIGH,NA,m7_m10,0,2011,NA
MEX,ENIGH,NA,m7_m10,0,2012,NA
MEX,ENIGH,NA,m7_m10,0,2013,NA
MEX,ENIGH,NA,m7_m10,0,2014,NA
MEX,ENIGH,NA,m7_m10,0,2015,NA
MEX,ENIGH,NA,m7_m10,0,2016,NA
MEX,ENIGH,NA,m7_m10,0,2017,NA
MEX,ENIGH,NA,m7_m10,0,2018,NA
MEX,ENIGH,NA,m7_m10,0,2019,NA
MEX,ENIGH,NA,m7_m10,0,2020,NA
MEX,ENIGH,NA,m7_m10,0,2021,NA
MEX,ENIGH,NA,m7_m10,0,2022,NA
MEX,ENIGH,NA,m8_m12,14,1986,NA
MEX,ENIGH,NA,m8_m12,14,1989,NA
MEX,ENIGH,NA,m8_m12,14,1990,NA
MEX,ENIGH,NA,m8_m12,14,1991,NA
MEX,ENIGH,NA,m8_m12,14,1992,NA
MEX,ENIGH,NA,m8_m12,14,1993,NA
MEX,ENIGH,NA,m8_m12,14,1994,NA
MEX,ENIGH,NA,m8_m12,14,1995,NA
MEX,ENIGH,NA,m8_m12,14,1996,1
MEX,ENIGH,NA,m8_m12,14,1997,NA
MEX,ENIGH,NA,m8_m12,14,1998,1
MEX,ENIGH,NA,m8_m12,14,1999,NA
MEX,ENIGH,NA,m8_m12,14,2000,1
MEX,ENIGH,NA,m8_m12,14,2001,NA
MEX,ENIGH,NA,m8_m12,14,2002,1
MEX,ENIGH,NA,m8_m12,14,2003,NA
MEX,ENIGH,NA,m8_m12,14,2004,1
MEX,ENIGH,NA,m8_m12,14,2005,1
MEX,ENIGH,NA,m8_m12,14,2006,1
MEX,ENIGH,NA,m8_m12,14,2007,NA
MEX,ENIGH,NA,m8_m12,14,2008,1
MEX,ENIGH,NA,m8_m12,14,2009,NA
MEX,ENIGH,NA,m8_m12,14,2010,1
MEX,ENIGH,NA,m8_m12,14,2011,NA
MEX,ENIGH,NA,m8_m12,14,2012,1
MEX,ENIGH,NA,m8_m12,14,2013,NA
MEX,ENIGH,NA,m8_m12,14,2014,1
MEX,ENIGH,NA,m8_m12,14,2015,NA
MEX,ENIGH,NA,m8_m12,14,2016,1
MEX,ENIGH,NA,m8_m12,14,2017,NA
MEX,ENIGH,NA,m8_m12,14,2018,1
MEX,ENIGH,NA,m8_m12,14,2019,NA
MEX,ENIGH,NA,m8_m12,14,2020,1
MEX,ENIGH,NA,m8_m12,14,2021,NA
MEX,ENIGH,NA,m8_m12,14,2022,NA
NIC,EMNV,restricted,m2_m6,4,1986,NA
NIC,EMNV,restricted,m2_m6,4,1989,NA
NIC,EMNV,restricted,m2_m6,4,1990,NA
NIC,EMNV,restricted,m2_m6,4,1991,NA
NIC,EMNV,restricted,m2_m6,4,1992,NA
NIC,EMNV,restricted,m2_m6,4,1993,1
NIC,EMNV,restricted,m2_m6,4,1994,NA
NIC,EMNV,restricted,m2_m6,4,1995,NA
NIC,EMNV,restricted,m2_m6,4,1996,NA
NIC,EMNV,restricted,m2_m6,4,1997,NA
NIC,EMNV,restricted,m2_m6,4,1998,1
NIC,EMNV,restricted,m2_m6,4,1999,1
NIC,EMNV,restricted,m2_m6,4,2000,NA
NIC,EMNV,restricted,m2_m6,4,2001,1
NIC,EMNV,restricted,m2_m6,4,2002,NA
NIC,EMNV,restricted,m2_m6,4,2003,NA
NIC,EMNV,restricted,m2_m6,4,2004,NA
NIC,EMNV,restricted,m2_m6,4,2005,NA
NIC,EMNV,restricted,m2_m6,4,2006,NA
NIC,EMNV,restricted,m2_m6,4,2007,NA
NIC,EMNV,restricted,m2_m6,4,2008,NA
NIC,EMNV,restricted,m2_m6,4,2009,NA
NIC,EMNV,restricted,m2_m6,4,2010,NA
NIC,EMNV,restricted,m2_m6,4,2011,NA
NIC,EMNV,restricted,m2_m6,4,2012,NA
NIC,EMNV,restricted,m2_m6,4,2013,NA
NIC,EMNV,restricted,m2_m6,4,2014,NA
NIC,EMNV,restricted,m2_m6,4,2015,NA
NIC,EMNV,restricted,m2_m6,4,2016,NA
NIC,EMNV,restricted,m2_m6,4,2017,NA
NIC,EMNV,restricted,m2_m6,4,2018,NA
NIC,EMNV,restricted,m2_m6,4,2019,NA
NIC,EMNV,restricted,m2_m6,4,2020,NA
NIC,EMNV,restricted,m2_m6,4,2021,NA
NIC,EMNV,restricted,m2_m6,4,2022,NA
NIC,EMNV,restricted,m7_m10,2,1986,NA
NIC,EMNV,restricted,m7_m10,2,1989,NA
NIC,EMNV,restricted,m7_m10,2,1990,NA
NIC,EMNV,restricted,m7_m10,2,1991,NA
NIC,EMNV,restricted,m7_m10,2,1992,NA
NIC,EMNV,restricted,m7_m10,2,1993,NA
NIC,EMNV,restricted,m7_m10,2,1994,NA
NIC,EMNV,restricted,m7_m10,2,1995,NA
NIC,EMNV,restricted,m7_m10,2,1996,NA
NIC,EMNV,restricted,m7_m10,2,1997,NA
NIC,EMNV,restricted,m7_m10,2,1998,NA
NIC,EMNV,restricted,m7_m10,2,1999,NA
NIC,EMNV,restricted,m7_m10,2,2000,NA
NIC,EMNV,restricted,m7_m10,2,2001,NA
NIC,EMNV,restricted,m7_m10,2,2002,NA
NIC,EMNV,restricted,m7_m10,2,2003,NA
NIC,EMNV,restricted,m7_m10,2,2004,NA
NIC,EMNV,restricted,m7_m10,2,2005,1
NIC,EMNV,restricted,m7_m10,2,2006,NA
NIC,EMNV,restricted,m7_m10,2,2007,NA
NIC,EMNV,restricted,m7_m10,2,2008,NA
NIC,EMNV,restricted,m7_m10,2,2009,1
NIC,EMNV,restricted,m7_m10,2,2010,NA
NIC,EMNV,restricted,m7_m10,2,2011,NA
NIC,EMNV,restricted,m7_m10,2,2012,NA
NIC,EMNV,restricted,m7_m10,2,2013,NA
NIC,EMNV,restricted,m7_m10,2,2014,NA
NIC,EMNV,restricted,m7_m10,2,2015,NA
NIC,EMNV,restricted,m7_m10,2,2016,NA
NIC,EMNV,restricted,m7_m10,2,2017,NA
NIC,EMNV,restricted,m7_m10,2,2018,NA
NIC,EMNV,restricted,m7_m10,2,2019,NA
NIC,EMNV,restricted,m7_m10,2,2020,NA
NIC,EMNV,restricted,m7_m10,2,2021,NA
NIC,EMNV,restricted,m7_m10,2,2022,NA
NIC,ECH,restricted,m7_m9,3,1986,NA
NIC,ECH,restricted,m7_m9,3,1989,NA
NIC,ECH,restricted,m7_m9,3,1990,NA
NIC,ECH,restricted,m7_m9,3,1991,NA
NIC,ECH,restricted,m7_m9,3,1992,NA
NIC,ECH,restricted,m7_m9,3,1993,NA
NIC,ECH,restricted,m7_m9,3,1994,NA
NIC,ECH,restricted,m7_m9,3,1995,NA
NIC,ECH,restricted,m7_m9,3,1996,NA
NIC,ECH,restricted,m7_m9,3,1997,NA
NIC,ECH,restricted,m7_m9,3,1998,NA
NIC,ECH,restricted,m7_m9,3,1999,NA
NIC,ECH,restricted,m7_m9,3,2000,NA
NIC,ECH,restricted,m7_m9,3,2001,NA
NIC,ECH,restricted,m7_m9,3,2002,NA
NIC,ECH,restricted,m7_m9,3,2003,NA
NIC,ECH,restricted,m7_m9,3,2004,NA
NIC,ECH,restricted,m7_m9,3,2005,NA
NIC,ECH,restricted,m7_m9,3,2006,NA
NIC,ECH,restricted,m7_m9,3,2007,NA
NIC,ECH,restricted,m7_m9,3,2008,NA
NIC,ECH,restricted,m7_m9,3,2009,NA
NIC,ECH,restricted,m7_m9,3,2010,1
NIC,ECH,restricted,m7_m9,3,2011,1
NIC,ECH,restricted,m7_m9,3,2012,1
NIC,ECH,restricted,m7_m9,3,2013,NA
NIC,ECH,restricted,m7_m9,3,2014,NA
